getuid32,getpid,epoll_wait,ioctl,futex,access,getConnectionInfo,recvfrom,fcntl64,pread64,Class
33,26,5,115,232,17,1,6,12,10,1
353,396,799,919,673,73,1,1032,49,190,1
6601,6619,11768,85446,85762,110,4432,13563,391,209,1
838,829,1535,118916,141962,25,7008,1517,136,26,1
332,304,390,702,3492,168,7,114,178,75,1
168,161,217,634,444,69,1,297,139,59,1
111,103,109,389,1050,116,1,121,433,140,1
71,62,47,196,235,11,0,47,10,18,1
124,90,72,100462,123794,133,6058,37,163,46,1
164,165,160,486,397,54,1,156,70,77,1
31,14,8,59,94,3,0,0,5,49,1
79,65,51,235,372,47,0,52,140,67,1
19,9,3,43,35,3,0,0,5,1,1
105,107,135,321,603,40,0,62,85,37,1
32,22,5,177,230,45,2,5,16,22,1
67,58,42,197,324,11,0,34,10,18,1
1265,1298,2809,1484,2344,111,1,194,236,51,1
31,14,8,58,100,3,0,0,5,49,1
67,58,46,269,602,69,0,27,46,18,1
19,9,4,26,44,3,0,0,5,1,1
91,80,72,371,776,91,0,65,194,188,1
31,14,8,56,94,3,0,0,5,49,1
89,78,73,327,528,79,0,65,194,158,1
2476,2504,3137,509,1515,58,7,155,108,27,1
72,63,49,214,255,11,0,50,10,18,1
67,59,508,227,277,53,1,748,28,8,1
57,60,33,3678,954,25,0,21,16,3,1
2957,2968,11983,752,10583,47,0,593,1140,79,1
101,92,120,263,318,37,1,115,18,49,1
269,259,285,690,470,33,13,310,22,83,1
338,310,482,1924,1409,472,6,62,471,56,1
86,70,60,267,510,52,1,33,20,31,1
68,59,45,208,286,11,0,38,10,18,1
21,9,3,39,26,3,0,0,5,1,1
948,955,1270,1993,1235,364,1,882,691,308,1
19,9,3,37,37,3,0,0,5,1,1
1223,1258,3932,714,3476,141,3,841,448,78,1
42,37,62,103,622,38,1,0,78,20,1
393,380,613,593,751,150,1,578,145,118,1
71,62,52,221,246,11,0,50,10,18,1
62,54,496,141,130,18,0,733,12,22,1
1120,1129,1798,1872,1672,24,0,2250,83,98,1
19,9,3,31,41,3,0,0,5,1,1
100,78,63,287,263,47,2,45,16,44,1
488,489,717,1329,623,86,0,721,60,62,1
128,120,118,406,531,102,3,114,106,59,1
2339,2359,9017,3334,9365,52,0,2752,1021,45,1
3649,3629,5277,7003,448,27,0,6944,27,41,1
110,98,98,283,329,28,0,106,83,92,1
19,9,3,27,42,3,0,0,5,1,1
1053,1048,1853,2842,1380,114,0,1804,230,40,1
23,10,3,39,66,3,0,0,5,28,1
70,72,91,204,540,44,0,43,103,24,1
41,27,483,97,69,11,0,728,7,4,1
69,60,45,202,268,11,0,42,10,18,1
84,77,65,40136,81252,37,0,45,19,9,1
41,36,66,71,357,19,0,0,68,9,1
422,408,546,1112,1648,93,0,490,323,174,1
197,188,208,646,409,268,0,201,1290,323,1
45,25,26,207,204,71,0,0,127,4,1
133,119,98,323,388,43,0,83,31,48,1
19,9,3,27,44,3,0,0,5,1,1
59,49,35,185,452,32,0,41,22,18,1
1554,1544,2760,3124,588,7,0,3400,8,70,1
2588,2606,4817,2268,2819,245,1,179,366,55,1
19,9,3,27,38,3,0,0,5,1,1
123,117,113,367,407,40,0,197,46,41,1
91,87,69,244,451,20,5,51,13,33,1
47,33,26,100,108,5,0,12,9,21,1
824,823,1700,2087,10139,59,1,2444,55,174,1
75,64,502,198,149,21,0,744,14,9,1
121,101,122,359,448,63,1,125,55,54,1
67,58,45,280,563,69,0,27,46,18,1
227,219,234,349,201,21,0,147,11,43,1
76,61,45,515,425,149,0,20,522,133,1
197,187,200,658,457,319,1,190,1523,389,1
126,127,109,381,284,15,0,87,20,52,1
192,184,202,590,310,255,0,201,1167,297,1
120,122,153,320,631,34,0,86,92,43,1
393,374,482,993,572,68,0,490,206,72,1
158,124,133,392,771,58,1,64,41,97,1
71,62,51,214,243,11,0,50,10,18,1
142,136,166,319,115,11,0,170,10,52,1
1255,1241,2245,3012,1467,179,5,1512,323,92,1
188,185,275,1943,575,2813,1,276,11671,3790,1
182,151,154,715,736,174,1,179,247,95,1
963,955,1230,2759,1282,359,1,2128,843,901,1
28,19,3,71,238,7,1,2,10,4,1
3830,3843,8252,1986,3751,147,2,3874,283,68,1
73,64,51,227,268,11,0,58,10,18,1
1204,1218,4852,332,3127,37,0,889,197,70,1
76,70,55,243,436,65,0,63,44,52,1
54,41,22,184,282,26,0,9,23,16,1
993,1015,1921,2791,2293,43,0,1730,193,51,1
3111,3134,4504,759,2379,98,20,164,138,31,1
201,191,203,695,427,319,1,196,1523,389,1
74,65,53,220,372,11,0,62,10,18,1
1984,2059,7475,2474,6187,117,0,1332,782,80,1
141,138,113,1128,1072,49,0,71,48,27,1
62,62,85,132,434,26,0,8,75,10,1
2160,2186,4754,414,2193,78,1,824,230,26,1
923,908,1254,73199,86328,100,4281,712,328,1335,1
58,51,37,173,317,39,0,31,25,8,1
5438,5475,6797,1289,2082,58,0,1009,254,128,1
116,102,162,264,128,8,0,152,7,28,1
63,57,50,161,214,24,0,72,23,23,1
26,19,3,103,176,34,1,5,26,23,1
70,61,46,209,273,11,0,46,10,18,1
117,98,90,367,746,53,0,104,32,81,1
353,390,914,245,1099,27,0,50,89,24,1
2433,2457,4605,2858,2304,114,2,2339,226,138,1
882,869,1586,2239,776,135,2,1553,157,74,1
928,937,2809,1588,2158,132,0,72,424,54,1
273,255,275,976,905,140,7,183,190,77,1
113,97,91,383,303,65,0,125,89,43,1
66,60,47,186,279,34,1,32,29,10,1
23,10,3,36,88,3,0,0,5,26,1
1320,1167,2335,1849,2495,358,0,1158,936,389,1
54,47,30,140,146,13,0,16,7,2,1
2278,2307,10046,829,11385,89,0,1318,1034,67,1
1964,1987,7453,683,5381,92,2,1239,323,35,1
108,97,546,326,364,45,1,755,49,38,1
792,809,2182,422,1895,90,3,784,221,40,1
74,65,53,225,323,11,0,62,10,18,1
26,16,3,94,272,28,1,3,12,4,1
21,9,3,31,34,3,0,0,5,1,1
257,252,366,804,484,75,1,342,44,41,1
3324,3345,4762,695,2507,98,20,143,137,31,1
1792,1816,3720,1469,2629,153,1,197,232,50,1
20,9,3,49,40,3,0,0,5,1,1
174,163,208,333,1839,20,0,68,81,18,1
2181,2200,8070,1268,5584,70,0,925,1010,77,1
6569,6374,7968,4198,4396,474,3,861,891,332,1
380,373,486,1427,19325,342,1,368,26,200,1
3689,3717,5280,4349,5502,479,2,1607,344,65,1
45,34,27,103,33,5,0,14,8,7,1
106,113,373,210,1349,36,1,54,104,35,1
23,10,3,38,69,3,0,0,5,28,1
19,9,3,48,44,3,0,0,5,1,1
153,148,190,351,145,11,0,199,10,52,1
95,84,78,302,514,63,0,86,194,138,1
780,780,1456,1968,763,120,0,1351,373,116,1
587,607,1693,168,1870,47,1,29,223,11,1
7426,7421,9540,697,3381,135,0,129,244,67,1
122,114,109,377,573,103,1,91,104,59,1
63,51,36,210,193,53,0,17,176,40,1
1194,1215,3714,465,2950,86,1,901,250,81,1
44,37,70,106,445,41,0,0,149,70,1
30195,30202,50106,3128,39934,11,0,4293,17,55,1
789,793,1645,318,1804,106,0,54,223,19,1
1698,1707,3613,3216,3411,473,5,3058,1861,465,1
197,187,206,680,539,319,1,192,1523,389,1
13836,13851,15809,2395,3587,531,1,1240,1299,300,1
73,64,53,212,497,11,0,62,10,18,1
756,749,1339,561,778,168,0,131,489,106,1
1252,1270,2057,2407,1132,133,1,2685,121,45,1
71,62,47,209,262,11,0,50,10,18,1
89,78,72,361,524,91,0,65,194,172,1
23,10,3,38,107,5,0,0,5,26,1
196,189,303,522,272,32,0,319,28,50,1
23,10,3,37,85,3,0,0,5,14,1
1867,1884,7560,609,5212,51,0,510,980,60,1
109,103,115,242,395,30,4,53,21,25,1
278,315,822,229,1162,27,0,49,89,24,1
244,243,369,610,479,70,0,364,28,68,1
8595,8595,10647,1447,4471,351,11,245,1267,380,1
1120,1137,1687,376,1791,47,1,112,113,55,1
54,45,33,133,69,5,0,19,7,27,1
23,10,3,45,114,6,0,0,5,13,1
70,61,45,204,243,11,0,42,10,18,1
9036,9042,12935,6797,10305,107,6,4340,114,47,1
595,609,4205,377,2697,37,0,890,180,77,1
86,83,115,168,608,36,0,32,112,40,1
3099,3122,3818,385,1423,43,0,300,110,48,1
72,63,51,210,252,11,0,54,10,18,1
23,10,3,37,77,3,0,0,5,14,1
35,30,9,127,338,38,1,14,27,23,1
377,370,477,1378,19568,934,1,345,26,1362,1
123,103,88,617,665,107,8,79,130,39,1
105,90,86,322,428,35,0,53,69,102,1
1791,1813,3230,709,2334,94,20,155,137,29,1
143,135,189,337,966,74,0,81,127,47,1
429,306,734,805,1046,153,0,905,63,224,1
26,16,3,83,222,20,0,3,12,4,1
41,36,57,80,389,23,0,0,68,67,1
73,62,55,202,351,80,0,30,173,77,1
25,18,3,95,168,28,1,1,12,6,1
2089,2090,3677,924,2754,116,0,386,447,161,1
3438,3431,4066,374,1252,57,0,78,216,74,1
69,60,44,199,285,11,0,38,10,18,1
68,59,43,197,279,11,0,34,10,18,1
156,97,123,255,364,67,0,112,9,75,1
136,128,176,335,1023,101,0,47,116,45,1
41,36,69,85,430,19,0,0,68,8,1
402,396,568,102360,145304,61,7357,154,115,38,1
42,37,61,116,649,34,1,0,68,15,1
31,21,5,90,2052,9,0,0,12,10,1
70,61,47,213,249,11,0,46,10,18,1
67,58,42,201,280,11,0,34,10,18,1
1019,1069,1277,2544,1400,167,4,576,337,239,1
150,71,50,524,845,142,0,25,139,138,1
13620,13644,27436,5242,17381,59,0,13053,202,84,1
67,58,42,185,290,11,0,34,10,18,1
47,33,27,101,121,5,0,12,9,21,1
49,45,65,171,547,52,2,1,73,22,1
471,216,261,979,1259,131,3,311,103,134,1
1193,1204,3487,662,3075,73,0,371,417,76,1
942,929,1141,1438,4549,123,0,1349,484,108,1
67,58,47,192,282,11,0,34,10,18,1
19,9,3,31,36,3,0,0,5,1,1
127,106,105,272,117,30,0,94,148,104,1
3764,3785,5133,763,2316,98,20,174,138,31,1
698,239,705,3590,1539,1418,1,932,132,141,1
122,119,148,229,663,24,0,52,79,40,1
122,124,153,324,677,34,0,96,93,43,1
10239,10312,17614,27659,29900,128,0,9806,912,40,1
91,84,83,214,159,12,0,68,22,23,1
81,68,50,368,322,50,1,29,74,12,1
66,57,42,198,456,11,0,34,10,18,1
23,10,3,38,76,3,0,0,5,10,1
27,20,3,145,211,25,3,2,15,14,1
19,9,3,48,43,3,0,0,5,1,1
4044,3798,3834,13304,3616,584,8,13341,2924,843,1
1347,1336,3614,1313,3241,120,0,822,306,94,1
72,63,52,217,261,11,0,50,10,18,1
193,197,256,487,1033,55,0,207,103,31,1
27,21,6,58,147,14,1,1,12,1,1
1898,1933,3767,1669,2694,195,1,250,234,51,1
73,58,47,8597,5482,39,2,26,42,51,1
19,9,3,30,44,3,0,0,5,1,1
163,151,145,421,714,62,0,127,55,58,1
271,284,293,792,788,89,0,398,152,1183,1
2158,2169,10176,796,11571,47,0,607,1084,81,1
131,125,108,391,789,37,0,82,27,27,1
97,84,82,221,218,12,0,77,11,22,1
362,400,903,217,1045,27,0,44,89,24,1
68,59,44,203,267,11,0,38,10,18,1
201,178,183,101377,123526,79,6027,166,150,35,1
144,137,142,437,367,73,0,125,329,160,1
134,128,115,393,417,37,0,85,28,27,1
67,59,48,194,168,20,1,30,19,47,1
32,25,6,119,251,40,1,1,14,8,1
67,58,43,205,258,11,0,34,10,18,1
1481,1484,2721,721,2276,216,3,134,723,164,1
140,125,114,466,375,44,0,124,17,43,1
124,104,83,629,875,107,8,83,130,35,1
426,416,499,105335,121409,359,6215,433,1266,1043,1
193,186,206,564,449,48,1,217,103,55,1
1216,1246,3716,846,2622,97,3,943,243,26,1
781,793,1352,1834,384,30,0,1377,32,70,1
64,50,32,227,401,41,0,21,30,46,1
74,65,54,229,366,11,0,63,10,18,1
357,350,608,830,305,17,0,637,16,37,1
1260,1293,2684,1395,2109,173,2,207,295,51,1
1679,1711,6078,291,5108,52,0,232,391,9,1
23,10,3,51,104,3,0,0,5,11,1
86,61,58,253,277,74,0,40,303,85,1
31,15,11,55,58,7,0,0,5,1,1
266,253,427,627,638,44,0,345,89,46,1
427,307,442,1985,500,726,0,442,2191,787,1
3304,3127,3190,10473,2723,438,4,10454,2732,700,1
56,59,32,1740,2677,46,0,27,177,51,1
59,50,39,182,355,14,0,56,15,53,1
29,20,4,156,179,33,1,6,20,24,1
23,10,3,44,57,3,0,0,5,13,1
6948,6942,9707,2883,6415,82,8,1093,46,47,1
74,65,54,224,242,11,0,59,10,18,1
121,99,92,421,504,80,3,71,161,61,1
2008,1819,1980,77737,83481,507,4206,4184,1119,613,1
1,0,0,0,0,0,0,0,0,0,1
97,86,78,292,527,63,0,81,194,138,1
2603,2619,3246,394,1326,64,8,101,112,27,1
73,64,54,219,270,11,0,59,10,18,1
86,82,58,230,455,20,5,38,11,32,1
259,261,253,13084,708,23,0,105,29,27,1
19,9,3,38,33,3,0,0,5,1,1
186,206,239,421,1508,91,0,104,199,79,1
1109,1134,7072,598,5549,67,0,417,1031,54,1
961,980,2003,1066,1820,52,182,196,207,86,1
161,132,144,372,278,22,0,41,27,31,1
73,63,53,210,244,31,0,43,25,7,1
70,62,50,319,480,55,0,35,58,45,1
59,49,507,234,182,110,0,735,449,88,1
363,401,873,229,1098,27,0,48,89,24,1
19,9,3,35,41,3,0,0,5,1,1
1267,1268,1979,2407,675,76,1,1663,28,84,1
135,129,114,382,270,17,0,99,17,27,1
107,113,529,1103,7492,51,1,774,37,206,1
19,9,3,32,29,3,0,0,5,1,1
376,392,1054,284,1559,37,0,126,180,36,1
987,1001,7175,483,5472,47,0,468,1024,41,1
6247,6235,7872,355,2399,48,0,62,212,64,1
90,84,561,1019,10328,53,1,764,40,2457,1
49,42,35,150,191,34,1,20,11,36,1
49,35,37,116,67,5,0,44,6,7,1
305,342,824,252,965,27,0,62,89,24,1
241,203,215,989,709,200,0,220,295,49,1
87,83,80,79639,124852,30,5913,12,88,7,1
81,68,52,399,452,192,0,24,707,208,1
224,215,330,496,291,44,0,275,39,22,1
50,47,56,167,555,41,1,19,140,23,1
67,58,43,187,272,11,0,34,10,18,1
3376,3431,8350,110278,134047,187,6286,3414,720,62,1
219,213,199,1069,401,65,0,208,44,65,1
82,61,48,419,502,86,5,22,117,19,1
112,112,93,6270,2675,15727,1,99,49127,20580,1
896,888,1379,1622,1774,140,10,64,314,76,1
148,144,668,588,1128,146,3,818,114,32,1
191,184,291,508,224,30,0,296,23,50,1
1400,1385,1862,75963,86977,427,4370,897,1168,397,1
99,93,105,88020,133372,38,6591,48,171,221,1
35,30,9,126,325,38,1,14,28,23,1
1114,1127,7039,565,5663,67,0,433,1033,52,1
1547,1537,2744,3153,380,7,0,3402,8,70,1
25030,25106,29584,2221,6035,146,3,1840,537,306,1
164,157,155,1770,951,2771,2,132,11452,3719,1
445,483,972,240,853,27,0,52,89,24,1
161,125,132,427,365,43,0,88,18,37,1
90,79,72,370,522,91,0,65,194,180,1
1860,1876,8233,2255,6561,84,0,953,1073,151,1
5175,5199,6627,3147,2185,51,0,1168,120,115,1
288,319,845,231,1028,27,0,54,89,22,1
49,40,68,1571,333,16,0,101,7,14,1
66,57,43,187,301,11,0,34,10,18,1
1817,1835,6504,486,4665,90,3,834,333,40,1
389,427,926,228,1011,27,0,46,89,24,1
19,9,3,31,43,3,0,0,5,1,1
988,981,1583,92461,108280,68,5465,2188,337,97,1
19,9,3,50,35,3,0,0,5,1,1
1264,1285,7725,1229,5730,47,0,873,1088,70,1
3169,3179,3724,266,1087,37,0,94,159,103,1
239,219,298,674,807,110,0,339,452,124,1
67,58,43,202,292,11,0,34,10,18,1
45,39,61,147,502,40,0,0,68,51,1
98,89,73,3828,734,46,0,36,46,13,1
21,9,3,36,33,3,0,0,5,1,1
121,118,143,241,621,24,0,48,79,40,1
3230,3251,4663,729,2437,96,20,168,137,31,1
67,58,43,191,269,11,0,34,10,18,1
331,356,1652,426,1473,88,1,852,213,33,1
279,262,426,967,3249,469,2,64,223,798,1
3175,2947,2966,10485,3251,534,6,10284,2784,757,1
140,149,133,392,293,35,3,116,19,34,1
167,153,144,429,528,62,0,119,55,57,1
136,130,119,391,257,17,0,107,17,27,1
21,9,3,37,44,3,0,0,5,1,1
411,448,956,226,1220,27,0,49,89,24,1
28781,28808,41458,3404,2452,179,3,2856,398,236,1
195,202,249,2515,865,99,1,192,377,152,1
523,522,1249,1194,493,61,1,1604,52,57,1
129,121,136,712,258,582,0,162,2160,803,1
1245,1266,7232,1266,5642,75,1,920,1073,80,1
423,415,592,1335,978,207,0,667,427,198,1
71,62,48,210,296,11,0,50,10,18,1
77,62,63,167,92,20,0,68,79,54,1
85,74,61,296,277,21,0,70,22,41,1
69,60,41,238,470,57,2,43,22,44,1
5713,5728,6596,272,1486,48,1,62,106,16,1
2909,2936,3672,517,1407,64,8,143,112,27,1
19,9,3,38,31,3,0,0,5,1,1
856,849,1590,2004,238,11,0,1603,18,62,1
87,65,54,379,366,64,1,25,59,21,1
5002,4995,6799,66330,73017,197,3556,4058,217,103,1
13254,13276,24786,12709,25891,65,0,5442,1143,68,1
152,145,193,544,214,38,0,283,124,59,1
20769,20810,23778,2148,3896,235,3,2583,580,98,1
24,11,3,37,66,5,0,0,5,27,1
1840,1837,3361,969,2321,230,0,504,857,339,1
73,64,50,212,339,11,0,54,10,18,1
89,78,72,369,524,91,0,65,194,186,1
123,120,159,248,604,24,0,56,79,40,1
109,103,84,1095,3598,266,0,25,897,277,1
19,9,3,45,44,3,0,0,5,1,1
68,60,489,233,302,40,1,747,24,17,1
4849,4827,6438,1927,4789,156,9,38,65,64,1
19,9,3,39,35,3,0,0,5,1,1
23,10,3,39,69,3,0,0,5,14,1
22174,22197,35537,25164,61683,183,29,10336,1613,170,1
72,63,50,211,268,11,0,54,10,18,1
486,469,1565,678,1455,52,0,1114,225,75,1
31,14,9,60,113,3,0,0,5,49,1
133,119,99,124030,143821,63,7384,72,253,49,1
28,19,4,72,113,8,0,3,11,49,1
71,58,46,315,456,90,1,19,159,57,1
641,650,909,45138,53174,54,2655,83,117,28,1
1940,1969,3790,2098,2654,118,1,1831,236,470,1
143,109,114,339,435,25,0,32,17,97,1
297,292,450,744,290,5,0,442,13,40,1
1075,1097,6744,747,7193,47,0,423,971,81,1
67,58,42,196,332,11,0,34,10,18,1
21,9,3,44,41,3,0,0,5,1,1
31,14,8,58,99,3,0,0,5,49,1
718,738,1970,173,2107,47,1,33,223,11,1
27,18,4,56,100,9,0,3,6,12,1
61,55,44,212,284,21,0,49,18,41,1
48,40,22,123,225,20,0,16,15,34,1
1568,1581,4250,1430,3992,200,4,770,511,8,1
20,9,4,88,40,163,0,0,597,241,1
488,476,860,1020,530,475,0,656,1867,660,1
2341,2365,8530,3263,8981,72,0,2747,910,45,1
4865,4889,19325,3912,17229,195,37,1390,1959,132,1
69,60,43,201,231,11,0,38,10,18,1
133,116,165,353,2383,24,0,140,18,50,1
229,221,248,361,212,21,0,159,11,43,1
845,847,1743,2198,10692,63,1,2495,31,193,1
181,177,282,480,185,6,0,270,10,32,1
785,810,2901,419,2095,83,1,913,249,58,1
1336,1365,2444,3189,2548,94,1,251,227,76,1
51,37,32,127,64,17,0,17,46,22,1
638,657,1800,177,1915,47,1,30,223,11,1
68,60,54,655,490,115,2,68,41,17,1
5057,5026,7248,8214,1355,230,1,9363,201,203,1
8158,8179,8850,513,1446,64,8,150,112,27,1
155,148,148,424,216,14,1,185,17,93,1
139,129,113,396,289,26,4,99,17,23,1
2871,2899,3538,517,1158,58,7,159,108,27,1
1767,1769,2740,3362,1122,112,1,2217,39,285,1
22,9,3,43,43,3,0,0,5,8,1
633,650,1441,999,1655,49,0,260,189,52,1
75,77,103,248,522,46,0,57,100,30,1
102,93,52,848,707,253,0,39,856,309,1
169,157,154,462,469,62,0,148,55,57,1
1320,1314,2435,2507,1426,111,1,2251,54,215,1
55,48,473,155,116,18,0,733,12,3,1
172,171,214,649,1076,66,0,183,30,65,1
122,102,130,340,407,63,1,126,37,54,1
457,495,1025,245,1100,27,0,58,89,24,1
77,79,100,229,650,52,1,56,97,29,1
74,65,57,230,303,11,0,63,10,18,1
684,671,1129,1717,1320,212,0,475,675,144,1
2322,2342,8862,3274,9277,72,0,2734,970,45,1
167,168,215,101826,123994,58,6042,135,218,39,1
68,59,43,197,424,11,0,38,10,18,1
577,593,5352,297,2027,86,1,25,257,61,1
68,59,42,200,337,11,0,34,10,18,1
134,133,172,528,1467,140,2,67,190,45,1
73,64,56,223,251,11,0,58,10,18,1
68,59,42,196,457,11,0,38,10,18,1
483,480,709,1221,773,46,0,664,200,142,1
70,61,45,196,373,11,0,42,10,18,1
10771,10800,16955,5006,3049,41,9,10898,116,141,1
61,55,40,218,319,39,1,22,32,32,1
91,76,67,407,568,74,7,35,45,21,1
249,225,278,766,913,138,6,252,348,97,1
90,77,61,305,469,44,0,29,148,32,1
258,258,254,1293,1290,234,9,284,483,92,1
457,433,735,1166,1098,214,0,38,709,140,1
67,58,42,189,281,11,0,34,10,18,1
1992,1962,3020,2894,1274,147,12,2267,288,128,1
77,67,62,224,303,31,0,55,25,7,1
76,67,51,227,249,11,0,63,10,18,1
538,505,839,1866,1219,288,0,57,863,224,1
23,10,3,46,61,3,0,0,5,5,1
19,9,3,43,32,3,0,0,5,1,1
229,227,271,649,1031,79,0,312,61,41,1
60,65,73,424,788,149,2,36,184,23,1
58,48,34,201,261,43,0,34,22,23,1
19,9,3,35,38,3,0,0,5,1,1
772,765,1046,2161,1116,302,1,1431,685,265,1
350,388,866,231,1197,27,0,51,89,24,1
99,86,58,127249,153561,67,7577,33,250,59,1
679,673,901,1401,4801,240,0,997,620,217,1
218,214,252,427,490,42,0,264,82,29,1
208,203,237,551,973,74,0,87,114,32,1
8572,8608,15312,5968,2416,102,1,15928,313,57,1
851,868,2268,519,1705,52,1,288,209,70,1
2695,2722,3341,524,1390,58,7,151,108,27,1
862,887,6510,1498,5893,84,0,469,993,43,1
262,267,330,563,2933,61,0,165,138,43,1
76,60,509,274,274,153,0,744,567,144,1
2581,2596,5271,1691,3012,65,0,1818,485,25,1
307,290,332,654,661,53,15,151,33,59,1
657,662,1181,126615,154231,42,7480,729,176,38,1
23,10,3,36,82,3,0,0,5,14,1
3527,62,47,5570,3742,38,0,27,96,90,1
19,9,3,30,40,3,0,0,5,1,1
911,930,2242,173,2063,47,1,29,225,11,1
1612,1584,2287,2303,966,46,1,2111,128,81,1
189,190,163,12123,1220,28,9,106,30,173,1
1719,1746,3273,2120,2529,118,1,1819,222,346,1
19,9,3,36,44,3,0,0,5,1,1
75,66,56,235,443,42,0,88,34,20,1
51,40,40,136,213,18,0,52,74,22,1
123,103,134,357,433,63,1,131,38,54,1
429,402,446,668,596,238,3,300,714,218,1
2593,2620,3273,500,1472,64,8,152,112,27,1
62,41,21,608,1666,1354,0,14,10728,2719,1
3583,3619,6298,1372,3886,152,0,927,477,87,1
338,340,449,733,1339,60,0,324,116,108,1
68,59,44,203,276,11,0,38,10,18,1
26,19,3,97,186,20,0,1,75,25,1
1493,1515,7299,1194,5439,52,0,840,960,76,1
1407,1432,3717,3399,2599,79,1,3668,233,12,1
23,10,3,51,70,20,0,0,58,42,1
4931,4948,8441,11172,1079,66,0,11674,266,270,1
431,462,1015,231,1173,27,0,58,89,22,1
498,486,549,1633,890,88,10,1079,88,108,1
5730,5725,9315,10675,537,33,5,13013,121,83,1
160,153,206,569,310,58,0,289,134,59,1
1389,1383,1878,4640,430,45,1,6015,68,33,1
153,142,135,459,341,16,3,191,27,36,1
53,54,35,1101,627,26,0,21,12,24,1
2995,3009,4012,664,2017,101,1,107,111,49,1
65,59,50,195,264,44,1,27,30,30,1
86,76,59,385,364,76,0,22,314,131,1
73,73,50,491,301,297,0,36,1251,358,1
67,58,44,188,258,11,0,34,10,18,1
438,414,408,2225,1924,223,0,313,608,1930,1
341,322,387,979,798,110,0,293,333,154,1
138,131,174,354,1014,97,0,59,111,45,1
156,143,197,396,814,61,0,98,126,49,1
1065,1095,3450,646,2551,87,1,1047,255,38,1
71908,71849,102716,5575,276455,318,5,4602,641,172,1
23,10,3,49,63,3,0,0,5,32,1
909,904,1517,1381,1497,134,6,1150,319,85,1
215,216,208,1102,1339,236,9,108,484,92,1
27355,27385,46860,3768,41500,43,0,1421,1049,117,1
1021,1037,8181,753,7454,73,1,511,1171,183,1
219,171,183,516,577,24,0,55,27,65,1
41,36,62,84,370,21,0,0,68,11,1
68,59,43,198,254,11,0,38,10,18,1
123,110,92,405,439,50,1,105,42,54,1
84,75,50,841,2614,44,0,31,33,47,1
5575,5602,13801,100717,114295,183,5438,8971,440,63,1
86,82,59,246,301,20,5,42,12,33,1
196,189,167,683,686,93,0,128,84,128,1
168,156,156,465,626,62,0,151,55,58,1
16498,16484,19124,1014,3650,159,0,637,305,213,1
432,405,516,1035,535,69,0,531,49,100,1
3099,3114,4534,694,2523,104,21,157,142,31,1
67,58,44,199,450,11,0,35,10,18,1
1597,1614,5410,485,4113,90,3,824,301,40,1
4496,4527,8767,4391,2657,118,1,8450,236,586,1
67,56,43,234,306,30,0,26,22,19,1
205,205,240,672,2028,73,0,116,112,525,1
2587,2616,3271,495,1372,58,7,151,108,27,1
2072,2075,3975,105806,124184,68,6201,4395,188,100,1
1450,1449,2283,2714,622,74,1,1876,29,270,1
67,58,42,192,390,11,0,34,10,18,1
68,59,44,196,471,11,0,35,10,18,1
3088,3115,3737,529,1331,64,8,149,112,27,1
653,667,4241,337,2995,37,0,881,181,69,1
83,85,62,106738,128712,62,6777,41,177,215,1
97,85,72,5899,6835,2320,386,441,1638,27,1
5526,5547,19107,999,13044,100,1,1566,609,143,1
490,491,1179,1190,547,59,1,1526,93,59,1
107,101,72,1462,3465,21,0,45,18,77,1
31,14,8,60,90,3,0,0,5,49,1
519,530,836,1244,490,49,1,952,52,52,1
1268,1289,4020,440,3228,100,3,843,258,18,1
21,9,3,30,39,3,0,0,5,1,1
29,14,9,61,103,10,0,0,9,2,1
127,138,110,949,4741,56,1,91,38,144,1
23,9,3,54,2033,3,0,0,5,9,1
47,33,26,100,135,5,0,12,9,21,1
162,155,209,591,372,58,0,292,134,59,1
235,222,220,846,772,189,7,242,458,991,1
143,144,131,376,356,12,0,88,19,88,1
196,176,222,705,764,194,0,231,851,204,1
35,23,9,122,315,38,1,13,28,23,1
83,69,54,128272,156824,15,7640,25,108,4,1
31,14,8,57,84,3,0,0,5,49,1
102,90,103,289,619,48,8,10,25,49,1
167,154,137,2461,8626,80,0,84,70,41,1
495,495,687,882,561,32,0,498,68,83,1
63,54,43,197,236,24,1,56,17,21,1
73,64,51,219,263,11,0,58,10,18,1
543,557,708,1669,785,324,1,275,218,141,1
53,46,38,150,265,51,0,22,26,46,1
70,60,47,169,188,11,0,25,13,49,1
49,26,3,513,1058,156,3,2,385,76,1
25,17,3,140,321,8,0,4,8,93,1
57,51,42,136,284,40,0,33,31,35,1
58,47,40,170,394,58,0,17,33,5,1
163,152,144,445,566,62,0,124,54,58,1
69,62,42,320,414,48,0,21,239,117,1
347,385,858,226,966,27,0,49,89,24,1
9694,9727,17744,671,4330,62,0,359,641,46,1
144,136,191,341,821,66,0,91,151,47,1
41,36,60,80,423,19,0,0,68,11,1
68,59,45,208,335,11,0,38,10,18,1
394,419,1278,3692,75249,78,1,45,232,1437,1
2762,2790,3584,114226,139575,30,6797,119,189,27,1
1028,1043,8156,562,6576,51,0,439,1081,60,1
1301,1320,3191,416,2304,90,3,783,235,39,1
123,103,82,616,784,107,8,75,130,38,1
117,98,97,369,770,155,1,97,263,410,1
46,35,26,152,253,65,0,2,84,15,1
44,37,64,88,430,20,0,3,70,17,1
